75	14	13	75	38	20
98	7	11	65	42	4

23	5	10	5		
	254	252	227	273	320
1					
7	66	57	3	76	18
44	25	51	4	84	7
71	66	38	54	32	15
84	22	69	53	59	21
85	74	58	34	68	84
88	21	66	26	72	64
90	44	45	31	53	82
92	8	60	24	42	52
98	24	23	41	73	78
100	28	69	39	20	49
2					
5	41	22	38	69	2
9	12	19	53	76	29
14	62	1	35	76	17
27	75	9	44	90	21
36	80	27	27	55	53
43	15	16	9	86	14
53	42	6	8	89	11
56	62	35	43	74	84
57	75	50	7	3	37
57	67	25	17	47	29
3					
18	23	60	40	72	28
20	67	20	28	26	12
35	56	46	8	57	76
37	20	45	53	50	69
41	41	33	29	84	51
54	22	48	41	27	9
56	34	66	48	15	14
63	73	55	53	47	21
67	43	28	23	9	2
82	25	29	31	11	12
4					
3	51	35	4	15	45
6	76	2	33	49	28
25	35	41	3	5	78
27	15	58	47	77	20
37	71	25	21	64	3
50	47	64	48	9	77
54	82	55	29	84	9
60	69	50	29	34	34
68	21	46	12	40	9
72	22	3	27	68	58
5					
18	48	4	22	56	48
52	12	21	19	19	36
55	55	1	12	18	12
66	2	3	4	39	43
76	42	65	5	81	20
76	17	10	27	14	38
88	52	51	22	75	40
89	32	42	54	2	40
95	1	41	54	44	32
96	34	68	26	17	5

24	5	10	5		
	230	281	198	161	286
1					
6	25	10	20	4	41
9	58	13	5	8	6
21	11	14	13	25	50
31	42	41	12	16	32
35	53	14	52	11	27
36	50	73	21	27	79
44	60	33	28	10	43
67	63	75	58	32	8
69	29	41	27	21	77
98	27	80	56	44	50
2					
8	48	30	9	8	48
10	66	15	15	13	78
30	56	43	1	13	26
36	66	23	40	5	33
50	20	52	24	22	11
56	54	21	44	33	49
65	56	36	20	27	71
66	12	62	57	31	57
85	19	74	36	14	27
96	15	80	58	36	18
3					
18	51	30	51	12	58
23	35	16	6	14	56
45	61	52	14	27	13
55	27	30	38	31	42
59	20	38	49	17	6
59	42	68	27	42	12
71	44	59	21	32	36
85	62	27	62	35	56
89	39	68	65	40	40
91	60	62	61	35	28
4					
3	42	12	7	4	11
15	29	3	18	22	13
16	64	12	12	13	22
17	53	32	20	14	74
49	60	22	33	23	5
51	37	32	13	35	65
71	30	54	51	44	72
76	16	63	57	15	47
81	22	39	41	27	82
92	61	75	58	34	79
5					
1	54	16	9	2	73
17	46	13	5	11	59
21	30	22	32	6	17
30	37	48	11	15	52
40	35	55	20	23	33
77	22	66	55	34	79
89	15	65	28	42	63
92	43	42	35	29	79
92	2	69	49	39	71
100	3	80	66	44	57

25	5	10	5		
	182	198	160	320	159
1					
14	16	57	10	67	25
20	36	60	17	59	12
38	25	18	31	42	6
40	20	34	32	20	29
60	11	7	30	53	15
63	23	55	45	9	26
65	23	11	37	69	33
67	43	39	33	42	10
90	49	4	34	63	41
91	37	10	45	40	32
2					
5	3	60	15	12	3
9	4	56	24	23	23
17	3	54	7	24	29
19	28	50	13	6	32
24	41	44	32	6	31
42	28	46	37	24	14
46	5	35	37	69	34
54	36	21	39	56	41
67	41	10	44	35	19
85	51	42	36	65	42
3					
5	19	60	41	30	2
6	4	58	5	28	6
12	5	60	12	39	31
35	5	46	33	14	9
37	13	54	20	30	16
50	23	33	4	57	23
67	42	43	45	21	38
73	28	55	36	65	33
98	50	8	44	65	42
99	51	2	41	32	38
4					
27	32	29	23	26	5
39	21	43	34	72	32
56	38	41	35	64	29
62	13	50	41	22	39
63	22	23	22	12	30
69	51	20	12	61	17
83	50	15	44	31	12
90	43	1	29	23	42
96	37	12	16	43	19
97	45	4	45	69	42
5					
2	4	46	8	1	4
10	22	50	36	59	4
35	8	37	43	32	24
58	13	16	11	65	18
63	31	44	8	29	23
66	12	49	35	56	7
67	40	16	44	64	19
74	45	26	21	33	30
77	50	33	13	52	36
85	38	39	41	53	26

26	5	10	5		
	189	113	201	212	194
1					
2	48	26	22	66	44
15	44	39	13	39	26
25	46	33	44	36	41
27	41	20	7	18	36
38	19	34	6	47	26
51	16	40	2	54	29
59	12	24	6	52	41
64	14	31	29	17	27
66	34	10	48	57	18
84	3	4	31	12	23
2					
21	20	28	23	31	2
49	20	25	8	32	48
58	8	3	33	6	33
58	10	39	45	20	47
75	7	15	33	62	53
76	12	3	23	45	6
76	17	4	22	8	14
83	20	12	23	2	47
86	5	5	46	36	14
99	2	15	33	24	3
3					
4	46	8	16	3	56
8	34	38	24	33	17
23	11	18	2	34	19
44	17	7	25	44	37
45	38	26	34	21	21
45	29	19	33	70	24
47	31	32	43	37	58
51	23	25	8	27	33
86	6	8	35	18	13
98	1	11	41	24	35
4					
3	48	25	18	61	51
6	25	12	6	64	39
16	48	5	29	38	3
26	42	13	15	59	58
30	32	12	27	50	39
46	42	15	6	42	23
51	40	16	22	45	18
61	23	27	26	59	38
87	4	22	32	16	23
89	6	13	15	5	43
5					
3	47	24	1	43	43
9	45	6	24	46	27
12	47	34	8	42	14
33	24	33	37	4	37
53	36	26	9	37	44
57	47	24	32	6	28
62	10	33	42	56	19
69	14	16	38	4	14
74	10	5	49	34	49
78	6	22	32	63	28

27	5	10	5		
	227	212	245	165	167
1					
6	63	40	57	17	4
7	44	39	63	9	34
19	47	43	57	25	42
35	50	40	3	21	46
53	19	40	15	16	29
72	36	6	52	38	28
79	32	38	47	20	24
87	28	30	28	23	2
88	19	5	27	28	28
98	2	3	44	37	3
2					
7	61	44	46	23	28
28	60	15	50	21	7
49	44	35	54	27	2
49	42	35	78	19	44
55	51	52	74	46	28
58	48	5	59	4	29
59	33	44	30	22	19
95	16	10	43	51	5
100	8	21	3	51	18
100	22	6	50	25	8
3					
7	62	40	26	1	15
23	53	42	26	4	46
31	40	12	60	1	32
43	44	14	21	37	45
69	13	35	42	30	21
73	10	50	21	22	11
86	16	22	71	22	19
96	8	38	21	26	2
98	3	35	61	46	37
100	1	24	74	43	1
4					
11	53	43	82	21	48
12	51	17	71	23	24
22	45	7	3	51	11
36	24	26	64	47	45
39	42	4	48	2	3
54	28	13	21	24	42
65	27	40	41	44	27
80	18	39	70	37	2
90	13	7	57	33	24
95	10	11	56	8	26
5					
3	60	24	64	16	12
18	49	47	47	14	11
20	41	45	41	3	34
35	34	1	10	22	40
45	51	14	11	23	26
67	50	45	16	24	15
70	28	42	33	16	34
86	36	22	39	28	1
87	14	11	25	44	21
96	20	38	49	35	44

28	5	10	5		
	240	219	269	176	181
1					
7	61	52	87	23	29
12	6	53	70	45	40
17	44	39	79	49	29
37	55	60	29	26	41
57	34	22	62	43	20
69	39	56	82	20	21
70	41	24	80	46	28
72	52	17	41	11	4
82	44	34	21	14	26
95	23	4	8	33	24
2					
18	40	20	28	12	21
20	26	32	29	7	31
45	15	58	3	24	43
47	33	61	17	38	13
49	8	17	65	41	12
55	51	39	4	5	42
72	32	26	6	24	11
88	2	8	50	17	37
90	23	36	12	41	1
97	19	14	1	6	36
3					
1	54	41	88	2	23
5	44	47	42	33	8
49	22	48	75	7	18
49	3	24	35	41	23
53	60	35	68	37	1
72	2	45	16	2	13
78	19	13	76	3	9
81	41	16	65	6	31
83	30	11	54	10	17
96	7	15	83	14	29
4					
13	22	59	2	35	7
26	51	59	2	4	2
37	55	41	7	42	38
42	8	37	55	37	1
59	52	52	55	25	23
61	38	32	4	35	6
63	51	59	66	33	14
92	2	55	59	5	34
94	6	13	11	26	45
100	3	44	54	19	44
5					
4	34	56	48	15	12
21	48	53	46	25	43
26	15	60	85	3	1
33	19	33	39	36	7
34	51	16	4	28	32
49	23	13	5	18	28
67	15	54	51	15	13
70	19	40	47	19	46
70	53	5	66	7	27
89	12	10	3	16	6

29	5	10	5		
	250	234	264	245	282
1					
3	7	60	87	1	6
10	48	35	17	22	4
19	33	39	49	56	16
21	25	33	11	40	21
28	29	41	29	3	10
49	35	77	35	36	55
65	58	46	26	44	50
66	58	38	30	43	59
68	11	22	64	37	34
76	40	6	86	48	41
2					
1	29	23	60	16	9
2	9	73	23	22	7
12	9	33	22	16	20
21	19	15	51	39	12
22	31	53	10	10	48
26	55	46	79	48	20
52	50	30	31	48	61
65	33	46	27	46	20
70	44	13	26	28	43
84	58	58	70	14	58
3					
7	17	70	42	32	16
13	50	77	19	4	10
35	42	53	73	39	23
62	31	30	60	7	39
66	55	6	82	2	23
69	25	44	64	32	32
77	41	27	69	2	52
85	33	14	11	6	60
86	46	8	76	39	78
87	9	10	4	46	43
4					
2	44	56	7	16	2
3	44	27	20	22	16
36	42	17	9	34	22
64	5	38	51	46	39
66	48	39	16	34	78
77	29	56	33	2	64
80	48	7	69	36	66
80	27	27	4	49	63
81	18	43	56	6	75
96	56	3	18	30	78
5					
10	49	68	24	47	5
25	28	71	58	40	31
36	32	39	72	21	32
44	2	33	85	41	59
55	56	35	72	50	40
68	18	68	67	50	22
71	24	17	10	50	66
88	17	4	47	40	67
89	50	11	29	51	44
92	55	24	18	21	74

30	5	10	5		
	213	217	183	316	297
1					
7	20	41	39	65	19
17	2	4	55	54	19
21	51	6	62	59	13
32	47	24	18	48	24
45	54	42	28	45	24
50	63	47	48	55	46
58	67	37	44	26	17
68	45	16	8	8	39
78	1	33	52	56	28
91	39	43	46	17	7
2					
4	20	35	14	71	25
6	31	18	10	69	19
21	32	31	23	49	55
44	10	55	46	63	29
44	46	22	50	44	64
58	21	37	49	10	47
70	24	30	5	57	10
82	55	66	5	23	68
89	20	41	28	10	33
92	45	65	23	5	1
3					
9	4	19	49	31	51
11	15	55	21	61	54
28	4	23	2	51	47
45	3	1	59	61	56
49	28	44	49	19	5
59	56	43	29	22	69
67	66	24	35	39	45
80	27	67	40	33	63
88	51	51	16	13	27
92	51	30	23	36	27
4					
4	1	17	6	69	68
25	6	41	25	32	11
28	16	14	24	35	62
46	53	14	7	53	49
54	31	30	4	26	27
55	41	31	4	52	61
68	53	64	49	44	45
75	64	27	43	38	47
76	42	54	52	18	41
80	8	51	6	10	10
5					
5	4	16	57	64	53
28	57	4	35	55	46
31	30	27	7	61	52
33	39	20	48	30	67
40	9	3	31	42	6
59	60	49	58	37	2
79	38	69	61	25	67
89	64	67	50	1	40
96	8	72	25	5	17
99	62	67	16	2	2
